run_id,timestamp,agent_id,agent_name,business_domain,model_used,input_tokens,output_tokens,estimated_cost_aud,latency_ms,status,risk_level,groundedness_score,user_feedback,policy_breach_type,tool_calls_count,data_source_used,environment
run_000508_63af7205,2026-02-27T23:41:31.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2197,310,0.0103,2475,success,high,0.99,positive,Data Risk,1,invoice ledger extract,prod
run_000509_6c5021a4,2026-02-28T00:04:11.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,919,395,0.013,2229,success,high,0.922,positive,Data Risk,0,synthetic customer account notes,prod
run_000510_c54c722a,2026-02-28T00:22:42.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2202,1443,0.0239,1352,success,low,0.732,positive,,2,payment dispute queue,dev
run_000511_6f486074,2026-02-28T00:39:37.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2467,606,0.0012,884,success,high,0.797,neutral,Data Risk,1,invoice ledger extract,prod
run_000512_4f5adb1b,2026-02-28T01:09:24.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,5335,1108,0.0024,1084,success,low,0.893,positive,,2,payment dispute queue,prod
run_000513_27c2a92a,2026-02-28T01:21:34.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1624,1044,0.0174,2132,success,low,0.791,negative,,0,leave policy index,dev
run_000514_3a93ba19,2026-02-28T02:35:10.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,4408,276,0.0165,1416,success,high,0.725,positive,Data Risk,0,employee handbook,prod
run_000515_34567bd9,2026-02-28T02:39:36.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,1619,974,0.0001,793,success,low,0.777,neutral,,1,synthetic customer account notes,dev
run_000516_5eaa57de,2026-02-28T02:46:29.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,3048,388,0.0011,989,success,high,0.983,positive,Data Risk,0,synthetic customer account notes,prod
run_000517_4c680609,2026-02-28T04:10:50.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2014,658,0.0139,1808,success,low,0.844,positive,,1,payment dispute queue,prod
run_000518_b135def7,2026-02-28T05:51:32.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,9277,2479,0.0975,1532,success,medium,0.695,positive,High Cost,1,employee handbook,test
run_000519_ec7cc062,2026-02-28T06:49:09.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1347,397,0.015,1434,success,high,0.571,positive,Low Groundedness,0,synthetic customer account notes,test
run_000520_f3c6b7c5,2026-02-28T08:14:45.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,601,2220,0.0024,1611,success,high,0.453,neutral,Low Groundedness,1,invoice ledger extract,prod
run_000521_0e7bfff0,2026-02-28T08:20:50.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1992,417,0.0009,1078,success,low,0.824,positive,,0,semantic model metadata,prod
run_000522_61e86f86,2026-02-28T09:47:51.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,3264,456,0.0013,1569,success,low,0.807,neutral,,1,leave policy index,prod
run_000523_4692361e,2026-02-28T10:24:25.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,2492,332,0.0115,2524,success,low,0.952,neutral,,0,capacity utilisation extract,prod
run_000524_b7ac7068,2026-02-28T10:27:44.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,3421,723,0.0016,1446,success,low,0.804,positive,,0,vendor contract summary,prod
run_000525_2b5a0139,2026-02-28T11:32:48.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1254,441,0.0156,9283,failed,medium,0.779,not_provided,Run Failure,0,employee handbook,dev
run_000526_e043e551,2026-02-28T12:48:34.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,3157,569,0.0163,1358,success,high,0.86,negative,Data Risk,0,employee handbook,prod
run_000527_5e242d69,2026-02-28T13:34:55.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1591,340,0.0148,4930,failed,medium,0.653,negative,Run Failure,0,HR policy knowledge base,dev
run_000528_881bab46,2026-02-28T14:13:36.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2258,877,0.0014,2712,failed,medium,0.852,negative,Run Failure,1,employee handbook,test
run_000529_94ac5ed5,2026-02-28T14:54:23.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,3535,612,0.0015,200,success,high,0.947,not_provided,Data Risk,2,synthetic employee case notes,prod
run_000530_14045d59,2026-02-28T15:32:06.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,904,440,0.0007,1091,success,low,0.914,neutral,,0,payment dispute queue,prod
run_000531_d6f0001d,2026-02-28T16:08:17.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,3088,908,0.0017,4519,timeout,medium,0.627,negative,Run Failure,1,vendor contract summary,prod
run_000532_da02a413,2026-02-28T16:12:07.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1471,922,0.0013,1064,success,high,0.796,positive,Data Risk,0,synthetic employee case notes,prod
run_000533_51a16497,2026-02-28T17:17:25.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,9688,820,0.0032,732,success,high,0.509,positive,Low Groundedness,1,vendor contract summary,dev
run_000534_141bda56,2026-02-28T17:56:54.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,3678,742,0.0002,497,success,low,0.877,neutral,,2,leave policy index,prod
run_000535_9bd250ce,2026-02-28T17:58:22.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,999,361,0.0006,2258,failed,medium,0.864,not_provided,Run Failure,0,invoice ledger extract,prod
run_000536_8fd76b2b,2026-02-28T19:58:14.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2117,640,0.0012,871,success,high,0.851,negative,Data Risk,1,synthetic customer account notes,prod
run_000537_daefa3b6,2026-02-28T20:16:03.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,4318,578,0.0017,296,success,low,0.908,neutral,,0,Power BI usage metrics,prod
run_000538_5220cd1d,2026-02-28T20:27:10.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1418,283,0.0006,779,success,low,0.948,neutral,,4,DAX performance logs,dev
run_000539_a24619ae,2026-02-28T23:56:44.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,3583,498,0.0014,978,success,low,0.915,positive,,0,leave policy index,dev
run_000540_5a43e20c,2026-03-01T01:40:55.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,2373,296,0.0001,833,success,low,0.99,positive,,1,employee handbook,dev
run_000541_5b8948ca,2026-03-01T03:05:23.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1256,529,0.0008,1230,success,high,0.553,negative,Low Groundedness,6,leave policy index,prod
run_000542_d7ca27d1,2026-03-01T05:13:35.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,6383,590,0.0262,1231,success,high,0.834,negative,Data Risk,0,synthetic employee case notes,prod
run_000543_119543ba,2026-03-01T06:55:09.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1551,2319,0.0592,1524,success,low,0.757,not_provided,,2,HR policy knowledge base,dev
run_000544_6c32a0f9,2026-03-01T10:08:25.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2003,354,0.0009,1474,success,high,0.623,not_provided,Data Risk,4,synthetic employee case notes,prod
run_000545_347200f7,2026-03-01T12:05:44.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1112,798,0.0011,551,success,low,0.726,neutral,,0,payment dispute queue,prod
run_000546_95740805,2026-03-01T14:20:37.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,961,264,0.0005,524,success,low,0.99,positive,,2,leave policy index,test
run_000547_03dabc8c,2026-03-01T15:45:49.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,2848,1368,0.0436,2057,success,low,0.85,negative,,2,semantic model metadata,prod
run_000548_48fd0432,2026-03-01T16:48:39.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2105,403,0.0009,1346,success,low,0.704,positive,,3,vendor contract summary,test
run_000549_2723e0cf,2026-03-01T18:32:08.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,688,138,0.0003,825,success,low,0.95,positive,,1,semantic model metadata,test
run_000550_d6549425,2026-03-01T19:00:57.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1741,1293,0.0017,1048,success,high,0.741,not_provided,Data Risk,0,employee handbook,prod
run_000551_e98c5339,2026-03-01T20:22:04.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,12300,1168,0.0509,1244,success,low,0.925,positive,,0,vendor contract summary,prod
run_000552_eeba83aa,2026-03-01T21:52:35.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,809,559,0.0008,561,success,low,0.912,positive,,6,payment dispute queue,prod
run_000553_a8e15b5f,2026-03-01T23:15:45.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1135,828,0.0133,1968,success,low,0.693,positive,,1,invoice ledger extract,test
run_000554_448e4c33,2026-03-02T00:22:07.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1442,1999,0.0024,1104,success,low,0.662,positive,,0,vendor contract summary,prod
run_000555_aa0f3e2e,2026-03-02T00:23:08.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2083,393,0.011,2804,success,high,0.666,positive,Data Risk,1,synthetic customer account notes,prod
run_000556_7aecce41,2026-03-02T00:30:49.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,8689,4259,0.0772,2545,success,high,0.85,neutral,Data Risk,0,synthetic customer account notes,prod
run_000557_2535c19c,2026-03-02T00:35:33.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,772,456,0.0006,1386,success,low,0.773,positive,,2,HR policy knowledge base,prod
run_000558_d0de88ca,2026-03-02T00:48:20.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,897,1096,0.0001,539,success,low,0.915,neutral,,2,synthetic customer account notes,test
run_000559_37c4b654,2026-03-02T01:21:03.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1884,630,0.0132,2550,success,low,0.824,negative,,2,leave policy index,prod
run_000560_293e5e01,2026-03-02T01:41:00.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1666,714,0.0011,1469,success,low,0.984,neutral,,0,leave policy index,prod
run_000561_df974c5c,2026-03-02T01:45:44.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,989,597,0.0001,913,success,high,0.684,positive,Data Risk,4,employee handbook,prod
run_000562_736d04bf,2026-03-02T02:05:50.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1300,705,0.001,803,success,high,0.924,not_provided,Data Risk,2,synthetic employee case notes,prod
run_000563_e11683d5,2026-03-02T02:06:12.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,4026,949,0.0395,1339,success,low,0.715,negative,,2,semantic model metadata,test
run_000564_2932871a,2026-03-02T02:29:12.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,3647,1889,0.0336,1815,success,low,0.641,neutral,,6,vendor contract summary,dev
run_000565_2674cf33,2026-03-02T02:43:01.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,860,497,0.0007,1068,success,low,0.715,neutral,,4,DAX performance logs,test
run_000566_8ef14db9,2026-03-02T03:03:44.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,3507,349,0.0002,708,success,high,0.771,neutral,Data Risk,0,synthetic employee case notes,prod
run_000567_31000135,2026-03-02T03:06:14.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1321,396,0.0007,1233,success,low,0.751,positive,,0,payment dispute queue,prod
run_000568_4ea416a2,2026-03-02T05:50:16.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,801,650,0.0009,3539,timeout,medium,0.857,not_provided,Run Failure,0,payment dispute queue,prod
run_000569_a49a8895,2026-03-02T05:52:59.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1940,978,0.0015,2460,failed,high,0.275,not_provided,Low Groundedness,0,leave policy index,prod
run_000570_db259191,2026-03-02T06:14:20.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1104,743,0.0122,1468,success,low,0.727,not_provided,,0,invoice ledger extract,dev
run_000571_f1227747,2026-03-02T06:25:18.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1351,2137,0.0025,423,success,high,0.948,positive,Data Risk,0,synthetic customer account notes,prod
run_000572_142138e0,2026-03-02T06:41:34.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,664,734,0.0009,1184,success,low,0.99,neutral,,0,invoice ledger extract,dev
run_000573_dfd70bf7,2026-03-02T08:01:01.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,843,650,0.0103,1796,success,low,0.764,not_provided,,2,payment dispute queue,prod
run_000574_26d01c82,2026-03-02T09:32:32.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,637,169,0.0003,256,success,low,0.99,negative,,5,leave policy index,test
run_000575_864a5b39,2026-03-02T12:08:30.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,3897,860,0.0369,256,success,low,0.742,not_provided,,0,synthetic customer account notes,test
run_000576_9ef17a64,2026-03-02T13:09:34.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1501,715,0.0131,2187,success,low,0.803,positive,,0,leave policy index,dev
run_000577_17e05be1,2026-03-02T13:28:23.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1505,180,0.0006,449,cancelled,medium,0.868,negative,Run Failure,3,invoice ledger extract,dev
run_000578_5398fbf4,2026-03-02T15:24:59.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,703,560,0.0001,529,success,high,0.83,positive,Data Risk,4,synthetic customer account notes,prod
run_000579_312c292c,2026-03-02T17:16:39.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,664,864,0.001,1066,success,low,0.99,positive,,1,HR policy knowledge base,test
run_000580_7e70e68a,2026-03-02T18:30:54.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2790,706,0.0014,1121,success,low,0.797,positive,,1,capacity utilisation extract,prod
run_000581_6ed1f258,2026-03-02T18:45:10.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1350,184,0.0102,1465,success,low,0.83,not_provided,,9,payment dispute queue,test
run_000582_f57437c3,2026-03-02T19:10:13.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,3044,245,0.0121,2031,success,low,0.755,positive,,0,employee handbook,test
run_000583_a2df838a,2026-03-02T20:07:15.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2418,468,0.0011,1369,success,low,0.705,not_provided,,0,capacity utilisation extract,prod
run_000584_723d4073,2026-03-02T21:15:42.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1587,530,0.0111,2000,success,low,0.796,neutral,,2,employee handbook,dev
run_000585_987bd971,2026-03-02T23:19:38.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,2322,1891,0.053,3265,failed,high,0.531,negative,Run Failure,2,vendor contract summary,dev
run_000586_21eb4dae,2026-03-02T23:43:16.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,2039,268,0.0093,2237,success,low,0.933,neutral,,1,semantic model metadata,prod
run_000587_014e4ef4,2026-03-02T23:59:38.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,3768,1261,0.0264,2469,success,high,0.609,positive,Low Groundedness,6,Power BI usage metrics,dev
run_000588_df063ed4,2026-03-03T00:58:09.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,3565,1201,0.0021,755,success,high,0.377,positive,Low Groundedness,0,synthetic employee case notes,test
run_000589_efe3a349,2026-03-03T01:00:01.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1117,592,0.0183,1338,success,high,0.41,neutral,Low Groundedness,2,payment dispute queue,dev
run_000590_2831f7c4,2026-03-03T02:59:09.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1202,1421,0.0207,2252,success,low,0.915,positive,,0,vendor contract summary,test
run_000591_8efb23ef,2026-03-03T03:50:19.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1158,242,0.0107,2404,success,low,0.863,neutral,,4,DAX performance logs,prod
run_000592_03a1b82a,2026-03-03T03:53:16.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,542,320,0.0005,860,success,low,0.771,positive,,1,payment dispute queue,prod
run_000593_ec195f8e,2026-03-03T04:25:34.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,4205,1203,0.0271,2481,success,low,0.69,positive,,1,vendor contract summary,prod
run_000594_7706e9f3,2026-03-03T04:50:49.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,599,364,0.0005,999,timeout,medium,0.701,negative,Run Failure,1,Power BI usage metrics,prod
run_000595_a57dbf92,2026-03-03T06:13:57.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,766,531,0.0087,823,success,low,0.788,positive,,1,DAX performance logs,prod
run_000596_2a2405e2,2026-03-03T06:19:04.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,7168,1836,0.0736,2620,success,high,0.97,positive,Data Risk,0,synthetic customer account notes,prod
run_000597_c940bb37,2026-03-03T07:37:21.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1903,418,0.018,1795,success,low,0.751,not_provided,,1,capacity utilisation extract,test
run_000598_141a0f99,2026-03-03T07:51:39.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1264,763,0.0011,778,success,low,0.982,neutral,,0,leave policy index,prod
run_000599_6a37094e,2026-03-03T08:17:14.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1036,715,0.001,843,success,low,0.903,positive,,2,semantic model metadata,test
